Product_id,Product_name, Daily_Dose, Water, Protein, Fat, SFA, Cholesterol, PUFA, Starch, Carbohydrates, Dietary_Fiber, Organic_Acids, Ash, Sodium, Potassium, Calcium, Magnesium, Phosphorus, Iron, Retinol, Carotene, Retinol_Equivalent, Tocopherol_Equivalent, Thiamine, Riboflavin, Niacin, Niacin_Equivalent, Ascorbic_Acid, Energy_Value, Serving, Categories, Subcategories, Subcategories2, Subcategories3, Subcategories4
256,Капуста цветная жареная,,89.6,1.7,3.1,0.6,0,2.6,0.4,3,2.1,0,0.5,75,88,19,12,36,0.9,0,20,3,1.1,0.08,0.09,0.5,0.9,29.2,47,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,Цветная,Блюда из капусты цветной
257,Капуста цветная отварная,,91.8,1.7,0.2,0,0,3.1,0.3,3.4,2.1,0,0.8,270,110,29,14,42,1.3,0,20,3,0.2,0.09,0.1,0.5,0.9,40.5,22,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,Цветная,Блюда из капусты цветной
258,Карась,,78.9,17.7,1.8,0.4,50,0,0,0,0,0,1.6,50,280,70,25,220,0.8,20,0,20,0.4,0.06,0.17,2.1,5.4,1,87,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Карповые,,
259,Карп,,77.4,16,5.3,1.2,55,0,0,0,0,0,1.3,55,265,35,25,210,0.8,20,0,20,0.5,0.14,0.13,2.5,5.5,1.5,112,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,,,
260,Карп жареный,,63.5,18.5,10.5,1.8,53,0,3.2,3.2,0.4,0,3.9,1081,209,40,23,173,1,30,0,30,3.3,0.13,0.12,2.6,6.3,0,181,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Карповые,,
261,Картофель отварной,,78.9,2,0.4,0.1,0,0.9,14.9,15.8,1.4,0.2,1.3,95,499,12,22,54,0.8,0,20,3,0.1,0.1,0.06,1.1,1.5,14.5,75,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
262,Картофель сушеный,,12,6.6,0.3,0.1,0,5,66.6,71.6,5,0.5,4,18,1988,35,80,203,4,0,0,0,0.3,0.1,0.1,3.7,5.2,7,317,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
263,Картофель сырой,,78.6,2,0.4,0.1,0,1.3,15,16.3,1.4,0.2,1.1,5,568,10,23,58,0.9,0,20,3,0.1,0.12,0.07,1.3,1.8,20,77,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
264,"Картофель, жаренный брусочками",,59.8,2.8,9.6,2.3,0,1.8,21.7,23.5,2.1,0.3,1.9,253,658,15,27,71,1,0,30,5,2.4,0.14,0.09,1.8,2.4,14.3,192,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
265,"Картофель, жаренный во фритюре",,46,3.8,15.5,3.5,0,2.3,27.8,30.1,2.8,0.4,1.4,6,738,15,30,87,1.1,0,0,0,3.8,0.17,0.12,2.3,3.4,18,276,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
266,"Картофель, жаренный ломтиками (из отварного)",,67.6,2.3,8.6,2.1,0,0.7,17.9,18.6,1.6,0.1,1.2,89,479,11,19,57,0.7,0,0,0,2.3,0.12,0.07,1.2,1.6,12.5,161,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
267,"Картофель, запеченный в сметанном соусе",,75.4,2.5,5.3,1.8,10,2.2,11.6,13.8,0.9,0.3,1.8,492,345,38,17,65,0.5,0,30,5,1,0.07,0.05,0.8,1.1,2.7,114,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
268,"Картофель, запеченный с яйцом",,57,4.7,14.5,2.8,94,2.4,17.1,19.5,1.8,0.2,2.3,336,651,28,26,100,1.4,40,20,43,3.3,0.12,0.13,1.4,2.4,6.4,228,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
269,"Картофель, тушенный с грибами",,72.4,2.5,7.7,1.8,0,2.3,11.1,13.4,2.1,0.2,1.7,289,466,20,21,80,2,0,180,30,4.3,0.08,0.14,2.5,3.2,3.3,134,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
270,Каша гречневая из крупы ядрица,,74.9,3,3.4,0.7,0,1.3,13.3,14.6,2.7,0,1.4,379,92,12,49,72,1.6,0,0,0,0.9,0.08,0.04,0.9,1.7,0,101,100,Зерно и продукты его переработки,Гречиха,Кулинарные изделия с гречихой,,
271,Каша из тыквы,,77.1,2.1,1.7,0.3,0,7.3,8.4,15.7,1.9,0.1,1.4,314,193,29,14,31,0.5,0,1270,212,1,0.05,0.05,0.5,0.9,4.9,87,100,"Овощи, грибы и продукты их переработки",Овощи,Другие овощные культуры,,
272,Каша из хлопьев «Геркулес»,,76.2,2.4,4,0.9,0,1.2,13.6,14.8,1.3,0,1.3,381,71,19,29,70,0.8,0,0,0,1.1,0.07,0.02,0.2,0.8,0,105,100,Зерно и продукты его переработки,Овес,Кулинарные изделия с овсом,,
273,Каша манная вязкая,,76.6,2.2,2.9,0.6,0,2.2,14.2,16.4,0.8,0,1.1,378,28,12,5,18,0.2,0,0,0,1.1,0.03,0.01,0.2,0.6,0,100,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия с пшеницей,
274,Каша овсяная,,74.4,2.6,4.1,0.8,0,1.2,14.3,15.5,1.9,0,1.5,385,87,23,29,84,1,0,0,0,1.2,0.09,0.09,0.2,0.9,0,109,100,Зерно и продукты его переработки,Овес,Кулинарные изделия с овсом,,
275,Каша перловая,,67,2.9,3.5,0.8,0,0.3,22.6,22.9,2.5,0,1.2,375,54,19,14,101,0.6,0,0,0,1.2,0.03,0.02,0.5,1,0,135,100,Зерно и продукты его переработки,Ячмень,Кулинарные изделия с ячменем,,
276,Каша пшеничная рассыпчатая из крупы «Полтавская»,,63.3,4.4,3.6,0.7,0,0.9,24.8,25.7,1.7,0,1.3,378,87,22,24,99,1.7,0,0,0,1.6,0.08,0.03,0.5,1,0,153,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия с пшеницей,
277,Каша пшенная,,74.9,2.8,3.4,0.6,0,1.4,15.4,16.8,0.9,0,1.2,379,51,14,21,56,0.7,0,0,0,0.8,0.08,0.01,0.4,1.1,0,109,100,Зерно и продукты его переработки,Просо,Кулинарные изделия с пшеном,,
278,Каша рисовая,,66.1,2.4,3.5,0.8,0,0.3,25.5,25.8,1,0,1.2,376,34,10,18,51,0.4,0,0,0,1,0.02,0.01,0.5,1,0,144,100,Зерно и продукты его переработки,Рис,Кулинарные изделия с рисом,,
279,Каша ячневая,,76.6,2.1,2.9,0.6,0,1.2,14.1,15.3,1.9,0,1.2,380,44,24,12,74,0.4,0,0,0,1.1,0.04,0.01,0.5,0.9,0,96,100,Зерно и продукты его переработки,Ячмень,Кулинарные изделия с ячменем,,
280,Кета,,74.2,19,5.6,1.2,80,0,0,0,0,0,1.2,60,335,20,30,200,0.6,40,0,40,1.3,0.33,0.2,5.2,8.5,1.2,127,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
281,Кета натуральная. Консервы,,70.4,21.5,4.8,1,68,0,0,0,0,0,2.7,560,334,161,43,239,1.3,20,0,20,1.1,0.04,0.16,5.5,9.2,0,129,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
282,Кета соленая,,54.7,24.3,9.6,2,137,0,0,0,0,0,11.4,4053,317,23,29,236,0.7,30,0,30,2.2,0.3,0.2,5.3,9.5,0,184,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
283,Кеты зернистая икра,,46.9,31.5,13.2,2.4,310,0,0,1,0,0,7.4,2284,90,90,129,490,1.8,450,0,450,3,0.55,0.42,1.5,7.8,2.4,249,100,Рыба. Нерыбные объекты промысла и продукты из них,Икра. Соленая продукция,,,
284,"Кефир 1,0 % жирности",,90.4,3,1,0.7,3,4,0,4,0,0.9,0.7,50,146,120,14,90,0.1,0,0,0,0,0.04,0.17,0.1,0.9,0.7,40,100,Молоко и молочные продукты,Жирность < = 1 %,Кисломолочные продукты,,
285,"Кефир 2,5 % жирности",,89,2.9,2.5,1.5,8,4,0,4,0,0.9,0.7,50,146,120,14,90,0.1,20,10,22,0,0.04,0.17,0.1,0.8,0.7,53,100,Молоко и молочные продукты,"Жирность 1,1 - 3,0 %",Кисломолочные продукты,,
286,"Кефир 3,2 % жирности",,88.3,2.9,3.2,2,9,4,0,4,0,0.9,0.7,50,146,120,14,95,0.1,20,10,22,0,0.03,0.17,0.1,0.8,0.7,59,100,Молоко и молочные продукты,"Жирность 3,1 - 10,0 %",Кисломолочные продукты,,
287,Кефир нежирный,,91.4,3,0.05,0,0,4,0,4,0,0.85,0.7,52,152,126,15,95,0.1,0,0,0,0,0.04,0.17,0.1,0.9,0.7,31,100,Молоко и молочные продукты,Жирность < = 1 %,Кисломолочные продукты,,
288,Кешью,,5.3,18.5,48.5,8.5,0,7.5,15,22.5,2,0,3.2,16,553,47,270,206,3.8,0,0,0,5.7,0.5,0.22,2.1,6.9,0,600,100,"Бобовые, орехи",Орехи,,,
289,Киви,,83.8,0.8,0.4,0.1,0,7.8,0.3,8.1,3.8,2.5,0.6,5,300,40,25,34,0.8,0,90,15,0.3,0.02,0.04,0.4,0.5,180,47,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты субтропические,,
290,Киви подварка,,36.9,0.4,0.2,0,0,58.7,0.2,58.9,2,1.3,0.3,3,148,21,13,16,0.5,0,48,8,0.2,0.01,0.02,0.2,0.2,46,243,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты субтропические,,
291,Киви пюре,30,83.4,0.8,0.4,0.1,0,7.9,0.3,8.2,4,2.5,0.7,5,303,41,24,33,0.8,0,100,17,0.3,0.02,0.03,0.4,0.5,100,47,100,"Фрукты, ягоды и продукты их переработки",Фрукты,Фрукты субтропические,,
292,Кижуч,,71.2,21.6,6,1.1,55,0,0,0,0,0,1.2,50,420,16,27,200,0.7,30,0,30,1.3,0.3,0.22,5.5,9.5,1,140,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Лососевые,,
293,Килька балтийская,,75,14.1,9,3.4,87,0,0,0,0,0,1.9,120,380,50,35,220,1.4,40,0,40,0.4,0.11,0.15,3,5.8,0.4,137,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
294,Килька балтийская горячего копчения,,67.3,21.3,8.5,3.2,82,0,0,0,0,0,2.9,860,301,110,51,286,2.1,30,0,30,0.4,0.09,0.14,2.9,7.1,0,162,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
295,Килька балтийская соленая,,61,17.1,7.6,2.9,84,0,0,0,0,0,14.3,4917,187,91,51,330,1.4,40,0,40,0.4,0.02,0.13,3.1,6.5,0,137,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
296,Килька каспийская,,66.8,18.5,13.1,5,90,0,0,0,0,0,1.6,100,350,60,35,270,1.4,60,0,60,0.5,0.11,0.12,3.7,7.5,0.5,192,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
297,Килька соленая с картофелем и маслом,,62.5,11.3,12.2,6.7,47,0.5,8.7,9.2,0.8,0.1,5.1,1502,348,34,29,129,0.9,80,50,88,0.2,0.07,0.09,1.8,3.3,10.6,192,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
298,Килька соленая с луком и маслом,,66.5,10,13.8,7.1,31,1,0.1,1.1,0.4,0,8.2,2730,191,87,36,162,1.3,80,680,193,0.7,0,0.11,2.2,4.3,8,169,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Сельдевые,,
299,Кисель из вишневого сока,,80.2,0.2,0,0,0,14.9,4,18.9,0.1,0.5,0.1,3,76,11,3,9,0.1,0,20,3,0.1,0,0.01,0.1,0.1,2.2,78,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
300,Кисель из клюквы,,86.2,0,0,0,0,9.6,3.4,13,0.4,0.3,0.1,2,11,6,1,3,0.1,0,0,0,0.1,0,0,0,0,0.9,53,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
301,Кисель из кураги,,84.2,0.4,0,0,0,9.2,3.7,12.9,1.8,0.3,0.4,3,145,16,8,13,0.3,0,20,3,0.5,0.01,0.02,0.2,0.3,0.2,54,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
302,Кисель из сливового варенья,,84,0.1,0,0,0,12.7,2.8,15.5,0.1,0.2,0.1,1,14,8,2,4,0.1,0,0,0,0,0,0,0,0.1,0.2,63,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
303,Кисель из сушеных яблок,,82.4,0.1,0,0,0,13.3,3,16.3,0.9,0.2,0.1,12,30,9,2,5,0.3,0,0,0,0.1,0,0,0,0.1,1.4,66,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
304,Кисель из яблок,,75.5,0.1,0.1,0,0,11,12.7,23.7,0.3,0.2,0.1,5,36,6,2,3,0.3,0,0,0,0,0,0,0,0.1,1.5,97,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Кисели,,
305,Китовое мясо,,73.1,22.5,3.2,0.7,70,0,0,0,0,0,1.2,78,263,14,30,165,2.1,30,0,30,0.4,0.12,0.3,6.7,11,2.2,119,100,Рыба. Нерыбные объекты промысла и продукты из них,Млекопитающие,,,
306,Клецки,,70.7,4.1,4.1,2.1,50,0.5,18.9,19.4,1.1,0,0.6,142,42,12,6,62,0.5,40,10,42,0.6,0.05,0.05,0.4,1,0,131,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия из муки высшего сорта,
307,Клюква,,88.9,0.5,0.2,0,0,3.7,0,3.7,3.3,3.1,0.3,1,119,14,15,11,0.6,0,0,0,1,0.02,0.02,0.2,0.3,15,28,100,"Фрукты, ягоды и продукты их переработки",Ягоды,Ягоды лесные,,
308,Коктейль персиковый,,77.1,1.7,1.9,1.2,8,18.4,0.1,18.5,0.1,0.2,0.5,31,118,73,9,54,0.3,10,70,22,0.2,0.03,0.1,0.2,0.6,2,98,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Напитки плодовые и ягодные негазированные,,
309,Колбаса Армавирская,,39.6,15.1,40.1,15.4,60,0.1,0.2,0.3,0.1,0,4.8,1622,302,26,25,202,2.2,0,0,0,0.6,0.3,0.13,2.6,5.9,0,423,100,Мясо и мясные продукты,Колбасные изделия,Полукопченые колбасы,,
310,Колбаса Брауншвейгская,,23.3,27.7,42.2,16,70,0.2,0,0.2,0,0,6.6,2217,364,37,27,243,3.7,0,0,0,0.7,0.51,0.22,4.4,11.6,0,491,100,Мясо и мясные продукты,Колбасные изделия,Сырокопченые колбасы,,
311,Колбаса Говяжья,,69.7,15,11.7,3.3,45.3,0.1,0,0.2,0.1,0,3.3,959,281,23,21,209,3.5,0,0,0,0.4,0.06,0.13,3.5,6.4,0,165,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
312,Колбаса Диабетическая,,62.4,12.1,22.8,8.5,40,0,0,0,0,0,2.7,839,251,21,20,152,1.4,0,0,0,0.3,0.18,0.14,3.2,5.6,0,254,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
313,Колбаса Диетическая,,71.6,12.1,13.5,4.8,40,0,0,0,0,0,2.8,822,293,38,33,188,2.2,0,0,0,0.3,0.06,0.13,3.8,6.6,0,170,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
314,Колбаса Для завтрака,,68,13,13.9,5.3,30,1,1.4,2.4,0.1,0,2.6,981,206,13,19,155,1.1,0,0,0,0.3,0.14,0.18,2.4,4.8,0,187,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
315,Колбаса Докторская,,60.8,12.8,22.2,8.2,50,1.5,0,1.5,0,0,2.7,828,243,29,22,178,1.7,10,0,10,0.3,0.22,0.15,2.4,4.9,0,257,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
316,Колбаса Дорожная,,29.9,17,47.7,17.5,60,0.4,0,0.4,0,0,5,1748,290,24,24,202,2.2,0,0,0,0.8,0.64,0.22,3,6.8,0,498,100,Мясо и мясные продукты,Колбасные изделия,Сырокопченые колбасы,,
317,Колбаса Зеленоградская (с мясом утки),,65.1,17.2,12.1,4.8,20,0.5,1.7,2.2,0.1,0,3.3,950,222,36,18,186,2.4,20,0,20,0.3,0.18,0.14,3.9,7.3,0,187,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
318,Колбаса Зернистая,,22.5,9.9,62.8,21.2,60,0.2,0.1,0.3,0.1,0,4.4,1800,220,26,27,170,2.1,0,0,0,1,0.06,0.12,3.3,5.4,0,606,100,Мясо и мясные продукты,Колбасные изделия,Сырокопченые колбасы,,
319,Колбаса Любительская,,56.9,12.2,28,11.6,40,0.1,0,0.1,0,0,2.8,900,211,19,17,146,1.7,0,0,0,0.5,0.25,0.18,2.5,5.4,0,301,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
320,Колбаса Молочная,,62.6,11.7,22.8,6.7,50,0.2,0,0.2,0,0,2.7,835,250,40,21,169,1.7,0,0,0,0.4,0.25,0.2,2.6,5.4,0,252,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
321,Колбаса Московская,,39.7,19.1,36.6,13.6,80,0.2,0,0.2,0,0,4.4,1510,399,26,23,182,2.4,0,0,0,0.6,0.13,0.16,5,9.2,0,406,100,Мясо и мясные продукты,Колбасные изделия,Варено-копченые колбасы,,
322,Колбаса Одесская,,41.9,14.8,38.1,14.6,55,0.1,0.2,0.3,0,0,4.8,1505,298,27,24,188,2.8,0,0,0,0.5,0.08,0.13,3.3,6.5,0,402,100,Мясо и мясные продукты,Колбасные изделия,Полукопченые колбасы,,
323,Колбаса Олимпийская,,34.1,21.1,39.1,15.8,60,0.4,0,0.4,0,0,5.3,1856,331,31,24,235,2.6,0,0,0,0.8,0.59,0.22,4.5,9.7,0,436,100,Мясо и мясные продукты,Колбасные изделия,Сырокопченые колбасы,,
324,Колбаса Отдельная,,63,11,21,8.5,40,0.7,1,1.7,0.1,0,3.2,1047,255,17,19,167,2.1,0,0,0,0.3,0.12,0.16,3.2,5.9,0,240,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
325,Колбаса Подмосковная (с куриным мясом),,65.6,17.2,11.6,4.8,20,1,0.7,1.7,0.1,0,3.8,980,234,38,17,206,3.2,20,0,20,0.3,0.23,0.16,3.6,7.2,0,180,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
326,Колбаса Русская,,55.9,11.5,27.9,9.1,50,0.7,1,1.7,0.1,0,2.9,984,238,17,19,126,2,0,0,0,0.5,0.19,0.15,2.6,4.8,0,302,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
327,Колбаса Свиная,,60,10.8,25.8,9.1,54,0.2,0.3,0.5,0.1,0,2.8,896,226,18,20,153,1.5,0,0,0,0.4,0.42,0.13,2.5,5.5,0,277,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
328,Колбаса Сервелат,,29.1,24,40.5,15.1,70,0.2,0,0.2,0,0,6.2,2226,400,38,30,271,2.1,0,0,0,0.7,0.52,0.2,4,10.1,0,461,100,Мясо и мясные продукты,Колбасные изделия,Сырокопченые колбасы,,
329,Колбаса Столовая,,63.7,11.1,20.2,8,40,1.1,0.7,1.8,0.1,0,3.1,1021,240,18,20,176,1.8,0,0,0,0.5,0.23,0.11,2.6,5.8,0,234,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
330,Колбаса Таллинская,,44.6,17.1,33.8,13,50,0.1,0.1,0.2,0,0,4.3,1458,273,26,20,142,1.9,0,0,0,0.4,0.1,0.11,3.1,6.8,0,373,100,Мясо и мясные продукты,Колбасные изделия,Полукопченые колбасы,,
331,Колбаса Телячья,,55,13.2,28.3,7.5,80,0.1,0,0.3,0.3,0,2.9,883,222,19,20,144,2.1,0,0,0,0.5,0.2,0.13,2.8,5.2,0,308,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
332,Колбаса Чайная,,64.8,11.7,18.4,7.5,40,1,0.7,1.7,0.2,0,3.2,1057,219,18,15,133,1.8,0,0,0,0.4,0.1,0.16,2.3,5,0,216,100,Мясо и мясные продукты,Колбасные изделия,Вареные колбасы,,
333,Кольраби,,86.2,2.8,0.1,0,0,7.4,0.5,7.9,1.7,0.1,1.2,10,370,46,30,50,0.6,0,100,17,0.2,0.06,0.05,0.9,1.2,50,44,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,,
334,Компoт из черешни. Консервы,,76.8,0.5,0.2,0,0,20.6,0,20.6,1.1,0.4,0.4,7,168,24,17,20,1.3,0,40,7,0.2,0.01,0.01,0.3,0.3,3,87,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
335,Компот вишневый,,85.1,0.2,0.1,0,0,13.8,0,13.8,0.4,0.3,0.1,5,52,11,6,6,0.1,0,20,3,0.1,0.01,0.01,0.1,0.1,1.2,57,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
336,Компот грушевый,,85.5,0.1,0.1,0,0,13.3,0.1,13.4,0.6,0.2,0.1,4,32,8,3,3,0.5,0,0,0,0.1,0,0,0,0,0.4,55,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
338,Компот из айвы,,85,0.1,0.1,0,0,13.5,0.2,13.7,0.6,0.3,0.2,4,29,9,4,5,0.6,0,60,10,0.2,0,0,0,0,2,56,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
339,Компот из айвы. Консервы,,76.7,0.4,0.3,0.1,0,18.5,1.2,19.7,2.2,0.4,0.3,9,102,16,10,17,2.1,0,140,23,0.3,0.01,0.01,0.1,0.2,4,82,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
340,Компот из вишни. Консервы,,72,0.6,0.3,0.1,0,23.7,0,23.7,1.8,1.3,0.3,10,108,10,8,17,0.4,0,100,17,0.2,0.02,0.02,0.2,0.3,2,101,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
341,Компот из груш. Консервы,,79,0.2,0.2,0,0,17.8,0.3,18.1,2.1,0.2,0.2,1,86,9,3,10,0.3,0,0,0,0.2,0.01,0.01,0.1,0.1,2,74,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
342,Компот из крыжовника и черной смородины,,83.7,0.3,0.1,0,0,13.9,0,13.9,1.2,0.5,0.3,8,92,9,6,9,0.4,0,30,5,0.2,0.01,0.01,0.1,0.1,13,58,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
343,Компот из персиков. Консервы,,76.5,0.3,0,0,0,21.3,0.3,21.6,1,0.3,0.3,7,158,8,6,20,0.6,0,200,33,0.4,0.02,0.03,0.6,0.6,4,88,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
344,Компот из яблок. Консервы,,75,0.2,0.2,0,0,22,0.3,22.3,1.7,0.4,0.2,1,45,10,5,6,0.2,0,0,0,0.1,0.01,0.02,0.2,0.2,1.8,93,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
345,Компот персиковый,,77.4,0.2,0,0,0,21.6,0.2,21.8,0.4,0.1,0.1,7,73,8,4,7,0.2,0,80,13,0.2,0.01,0.01,0.1,0.1,0.9,88,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
346,Компот черешневый,,85.2,0.2,0.1,0,0,14,0,14,0.2,0.2,0.1,4,47,11,6,6,0.4,0,20,3,0.1,0,0,0.1,0.1,1.2,58,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
347,Компот яблочный,,85.5,0.1,0.1,0,0,13.4,0.2,13.6,0.4,0.2,0.1,5,48,6,2,2,0.4,0,10,2,0,0.01,0,0.1,0.1,2.7,55,100,Напитки,"Безалкогольные (менее 1,5% спирта)",Компоты,,
348,Конина 1 кат.,,69.6,19.5,9.9,3.4,60,0,0,0,0,0,1,50,370,13,23,185,3.1,30,0,30,0.7,0.07,0.1,3,7.7,0,167,100,Мясо и мясные продукты,Мясо,,,
349,Конина 2 кат.,,73.9,20.9,4.1,1.4,50,0,0,0,0,0,1.1,54,397,14,25,198,3.3,15,0,15,0.4,0.08,0.11,3.2,8.3,0,121,100,Мясо и мясные продукты,Мясо,,,
350,"Коньяк ординарный «Бастион», «Три звездочки»",,65,0,0,0,0,1.5,0,1.5,0.1,0,0.1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,239,100,Напитки,Алкогольные,Коньяк,,
351,Корейка копчено-запеченная,,37.7,10.2,48.2,16.5,60,0,0,0,0,0,3.9,1134,255,23,31,176,2.1,0,0,0,0.3,0.32,0.06,2.2,4.8,0,475,100,Мясо и мясные продукты,Колбасные изделия,Продукты из свинины,,
352,Корейка сырокопченая,,37.4,10.5,47.4,18.8,59,0,0,0,0,0,4.7,1617,268,27,23,182,1.8,0,0,0,0.3,0.61,0.07,2.3,5,0,469,100,Мясо и мясные продукты,Колбасные изделия,Продукты из свинины,,
353,Котлеты из индейки,,52.2,18.6,12.2,3,64,1.1,7.6,8.7,1.4,0.1,6.8,1406,266,60,32,154,2,0,0,0,1.9,0.08,0.2,5.9,10.5,0.2,220,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса индейки,,
354,Котлеты из трески,,60.2,12.6,5.9,3.6,28,1.5,13.5,15,1.2,0,5.1,1588,283,64,32,172,1.2,10,0,10,2.7,0.09,0.13,1.8,4.7,0.4,164,100,Рыба. Нерыбные объекты промысла и продукты из них,Рыба,Тресковые,,
355,Котлеты капустные,,68,4.2,8.2,1.9,0,4.2,11.1,15.3,2.7,0.3,1.3,371,315,61,23,47,0.7,0,20,3,2.3,0.06,0.05,0.9,1.4,22.9,153,100,"Овощи, грибы и продукты их переработки",Овощи,Капуста,Белокочанная,Блюда из капусты белокочанной
356,Котлеты картофельные,,66.5,2.8,4.7,1.1,0,1.2,20.8,22,1.8,0.2,2,361,541,32,24,68,0.8,0,20,3,1.4,0.11,0.07,1.2,1.7,3.3,142,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
357,Котлеты картофельные с творогом,,62.9,8.1,9.7,2.9,33,1.2,14.6,15.8,1.3,0.4,1.8,346,378,135,24,113,0.8,20,20,23,1.8,0.09,0.14,1,2.8,2,179,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
358,"Котлеты картофельные, запеченные",,70.7,2.8,6.9,1.8,9,2,14.2,16.2,1.3,0.3,1.8,374,386,49,17,69,0.7,30,20,33,1.6,0.08,0.06,0.8,1.3,1.4,139,100,"Овощи, грибы и продукты их переработки",Овощи,Картофель,,
359,Котлеты куриные,,49.7,18.2,10.4,2.4,21,1.3,12.5,13.8,1.2,0.1,6.6,2392,254,58,30,108,1.8,40,0,40,1.8,0.08,0.16,5.8,9.9,0.8,222,100,Мясо и мясные продукты,Кулинарные изделия,Из мяса кур,,
360,Котлеты манные,,68.9,3,5.3,2.8,14,4.1,16.1,20.2,1.1,0.1,1.4,451,51,20,8,32,0.4,20,10,22,1.3,0.04,0.02,0.4,0.9,0,141,100,Зерно и продукты его переработки,Пшеница,Изделия из зерна мягкой пшеницы,Кулинарные изделия с пшеницей,
361,Котлеты морковные,,64.5,3.4,6.7,1.6,0,6.7,12.5,19.2,3.3,0.4,2.5,540,235,41,46,78,1.9,0,11520,1920,3,0.07,0.07,1.1,1.5,0,152,100,"Овощи, грибы и продукты их переработки",Овощи,Корнеплоды,,
